"Estacion","Fecha inicial","Fecha final","NO"
"TANQUES EPM - GIRARDOTA","2025-02-24","","10.12903463"
"TANQUES EPM - GIRARDOTA","2025-02-23","","4.78931639"
"TANQUES EPM - GIRARDOTA","2025-02-22","","13.47600226"
"TANQUES EPM - GIRARDOTA","2025-02-21","","12.98073001"
"TANQUES EPM - GIRARDOTA","2025-02-20","","6.30778265"
"TANQUES EPM - GIRARDOTA","2025-02-19","","7.48176036"
"TANQUES EPM - GIRARDOTA","2025-02-18","","8.22583131"
"TANQUES EPM - GIRARDOTA","2025-02-17","","7.38887094"
"TANQUES EPM - GIRARDOTA","2025-02-16","","4.3949318"
"TANQUES EPM - GIRARDOTA","2025-02-15","","8.98761958"
"TANQUES EPM - GIRARDOTA","2025-02-14","","14.37204249"
"TANQUES EPM - GIRARDOTA","2025-02-13","","12.21708672"
"TANQUES EPM - GIRARDOTA","2025-02-12","","10.38186024"
"TANQUES EPM - GIRARDOTA","2025-02-11","","6.87579144"
"TANQUES EPM - GIRARDOTA","2025-02-10","","5.78408707"
"TANQUES EPM - GIRARDOTA","2025-02-09","","7.95257995"
"TANQUES EPM - GIRARDOTA","2025-02-08","","7.07070029"
"TANQUES EPM - GIRARDOTA","2025-02-07","","6.42291197"
"TANQUES EPM - GIRARDOTA","2025-02-06","","9.64336459"
"TANQUES EPM - GIRARDOTA","2025-02-05","","10.04591606"
"TANQUES EPM - GIRARDOTA","2025-02-04","","7.36910185"
"TANQUES EPM - GIRARDOTA","2025-02-03","","3.6044044"
"TANQUES EPM - GIRARDOTA","2025-02-02","","7.79324093"
"TANQUES EPM - GIRARDOTA","2025-02-01","","7.78017749"
"TANQUES EPM - GIRARDOTA","2025-01-31","","5.70922489"
"TANQUES EPM - GIRARDOTA","2025-01-30","","6.94255841"
"TANQUES EPM - GIRARDOTA","2025-01-29","","7.96146467"
"TANQUES EPM - GIRARDOTA","2025-01-28","","6.22837816"
"TANQUES EPM - GIRARDOTA","2025-01-27","","13.85196294"
"TANQUES EPM - GIRARDOTA","2025-01-26","","6.86478917"
"TANQUES EPM - GIRARDOTA","2025-01-25","","10.74788348"
"TANQUES EPM - GIRARDOTA","2025-01-24","","10.15468487"
"TANQUES EPM - GIRARDOTA","2025-01-23","","4.25655825"
"TANQUES EPM - GIRARDOTA","2025-01-22","","7.04685846"
"TANQUES EPM - GIRARDOTA","2025-01-21","","5.11349068"
"TANQUES EPM - GIRARDOTA","2025-01-20","","5.48718128"
"TANQUES EPM - GIRARDOTA","2025-01-19","","8.0532959"
"TANQUES EPM - GIRARDOTA","2025-01-18","","5.51291389"
"TANQUES EPM - GIRARDOTA","2025-01-17","","12.62794968"
"TANQUES EPM - GIRARDOTA","2025-01-16","","10.78884742"
"TANQUES EPM - GIRARDOTA","2025-01-15","","5.72347209"
"TANQUES EPM - GIRARDOTA","2025-01-14","","8.21549425"
"TANQUES EPM - GIRARDOTA","2025-01-13","","6.85165962"
