"Estacion","Fecha inicial","Fecha final","SO2"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-16","","5.49809504"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-14","","12.07547243"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-13","","12.62292474"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-12","","13.7616042"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-11","","12.68007288"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-10","","12.46558486"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-09","","11.47377647"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-08","","8.87213116"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-07","","7.68155084"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-06","","10.11398737"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-05","","8.05912662"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-04","","8.84962083"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-03","","8.14141353"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-02","","7.47365301"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-01","","4.78631124"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-30","","7.3592182"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-29","","6.63505035"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-28","","7.19353033"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-27","","7.03927497"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-26","","7.88358404"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-25","","8.78261903"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-24","","4.91954627"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-23","","5.68900346"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-22","","8.40215077"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-21","","7.22629802"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-20","","9.48873472"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-19","","11.77365338"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-18","","6.03242892"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-17","","5.94606416"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-16","","6.76254558"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-15","","10.77016921"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-14","","6.11969416"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-13","","6.42918938"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-12","","8.9644132"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-11","","7.06238976"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-10","","8.80771634"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-09","","9.35335089"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-08","","12.44329602"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-07","","12.44079851"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-06","","11.887247"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-05","","8.61274687"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-04","","6.32675567"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-03","","9.59610148"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-02","","8.92262582"
"CASA DE JUSTICIA ITAGÜÍ","2024-11-01","","11.43714086"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-31","","9.12970699"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-30","","10.58425907"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-29","","10.69324283"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-28","","8.8525897"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-27","","6.22477126"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-26","","11.21576913"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-25","","9.78633342"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-24","","12.76003468"
"CASA DE JUSTICIA ITAGÜÍ","2024-10-23","","9.41223387"
