"Estacion","Fecha inicial","Fecha final","SO2"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-30","","14.80612304"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-29","","18.77769916"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-28","","14.62063734"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-27","","22.07279802"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-26","","18.23215298"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-25","","32.41635339"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-24","","22.55287865"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-23","","25.72795735"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-22","","35.2204607"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-21","","35.03497501"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-20","","23.85127853"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-19","","16.07179015"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-18","","33.38742557"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-17","","18.40672776"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-16","","19.85788057"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-15","","30.48511995"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-14","","31.09613166"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-13","","15.28620367"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-12","","30.63787288"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-11","","32.02356015"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-10","","29.77590993"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-09","","47.00425797"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-08","","27.92105296"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-07","","11.92479996"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-04","","18.92549257"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-03","","24.27680454"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-02","","29.51404777"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-01","","15.55897675"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-30","","13.43134669"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-29","","8.42323286"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-28","","28.66299575"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-27","","33.47471296"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-26","","12.3620762"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-25","","14.63154827"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-24","","11.67468803"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-23","","23.51303991"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-22","","14.42424072"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-21","","12.29661066"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-20","","9.83074197"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-19","","6.57928681"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-18","","10.70361585"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-17","","9.16517565"
